NodeId,CPUTime,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,OrientationYaw,OrientationPitch,OrientationRoll,GPSAltitude,
	0,1521487497724,-0.186812,0.570015,9.70462,-0.00585357,-0.0115614,-0.000168211,353.774,-2.16841,0.770749,100,
	0,1521487498735,-0.138911,0.483794,9.6184,0.00320117,-0.00357191,0.00356022,353.846,-2.70173,0.768452,100,
	0,1521487499726,-0.182021,0.507744,9.58966,-0.0079841,-0.0147572,-0.003364,353.871,-2.59454,0.798893,107,
	0,1521487500744,-0.182021,0.474214,9.63277,-0.00212515,-0.0110288,-0.00922296,353.493,-2.57647,0.515648,102,
	0,1521487501729,-0.105381,0.555645,9.58966,-0.00745147,-0.0099635,-0.003364,353.061,-2.49693,0.198746,100,
	0,1521487502732,-0.234712,0.507744,9.59445,-0.00745147,-0.0131593,-0.000168211,353.997,-2.68123,0.884917,99,
	0,1521487503738,-0.172441,0.416733,9.58487,-0.00904937,-0.00144138,-0.003364,354.391,-3.154,1.1378,99,
	0,1521487504741,-0.215552,0.493374,9.58487,-0.00638621,-0.0110288,-0.00709243,353.331,-2.51431,0.400263,101,
	0,1521487505746,-0.158071,0.522114,9.66151,-0.00638621,-0.00943087,-0.0049619,353.88,-2.89505,0.774608,102,
	0,1521487506735,-0.167651,0.493374,9.68546,0.00479907,-0.00783297,0.00142969,355.577,-2.89505,0.774608,103,
	0,1521487507728,-0.201182,0.455054,9.6663,-0.00372304,-0.0083656,0.00462548,355.27,-2.66156,0.566705,104,
	0,1521487508729,-0.225132,0.426313,9.6663,0.00426644,-0.0115614,0.000897054,355.235,-3.03352,0.510796,104,
	0,1521487509726,-0.205972,0.397573,9.60882,0.00426644,-0.00676771,0.00142969,355.641,-2.82226,0.827421,105,
	0,1521487510742,-0.158071,0.464634,9.57529,-0.000527252,-0.00889824,0.00142969,355.416,-2.55597,0.68206,105,
	0,1521487511726,-0.234712,0.479004,9.57529,-0.00425568,-0.00463718,0.00249495,355.507,-3.08695,0.708719,105,
	0,1521487512733,-0.186812,0.426313,9.62319,-0.00478831,-0.0099635,-0.003364,355.761,-2.92296,0.90893,105,
	0,1521487513732,-0.172441,0.459844,9.50823,-0.00851673,-0.0083656,0.00515811,355.675,-2.69735,0.861526,105,
	0,1521487514734,-0.191602,0.431104,9.58966,0.00479907,-0.0131593,0.000897054,355.389,-2.64762,0.655269,105,
	0,1521487515733,-0.201182,0.450264,9.5705,-0.00105988,-0.00357191,-0.003364,356.684,-2.64762,0.655269,105,
	0,1521487516733,-0.100591,0.445474,9.61361,5.38072e-06,-0.00250665,-0.000168211,357.069,-3.05439,0.914369,105,
	0,1521487517728,-0.138911,0.445474,9.60882,-0.000527252,-0.00357191,0.00409285,356.701,-2.80506,0.658872,105,
	0,1521487518738,-0.148491,0.431104,9.73815,-0.00212515,-0.00889824,0.00302758,356.65,-2.72885,0.625848,106,
	0,1521487519727,-0.148491,0.407153,9.6184,-0.00638621,-0.00516981,0.000364422,357.532,-2.57368,1.27366,106,
	0,1521487520726,-0.114961,0.445474,9.68067,-0.00532094,-0.0099635,-0.00549453,356.651,-2.73021,0.626158,106,
	0,1521487491844,-0.124541,0.426313,9.67588,-0.00532094,-0.00463718,0.00196232,356.868,-2.45339,0.799291,,,,,,
	0,1521487491864,-0.105381,0.373623,9.64714,-0.00372304,-0.00303928,-0.00123348,357.14,-2.41994,0.997091,,,,,,
	0,1521487491887,-0.124541,0.378413,9.69983,-0.00638621,0.00122178,-0.00229874,357.2,-2.18695,1.05144,,,,,,
	0,1521487491914,-0.162861,0.435894,9.65193,-0.0106473,-0.00730034,-0.00549453,357.808,-2.18695,1.05144,,,,,,
	0,1521487491936,-0.0479004,0.397573,9.58966,-0.009582,-0.0083656,0.00515811,358.222,-2.26138,1.3462,,,,,,
	0,1521487491962,-0.0239502,0.431104,9.60403,0.00160328,-0.00676771,-0.00283137,357.829,-2.50645,1.05458,,,,,,
	0,1521487491993,-0.0958008,0.450264,9.63756,-0.00478831,-0.0099635,-0.00602716,357.801,-2.12493,1.04884,,,,,,
	0,1521487492016,-0.0910107,0.330513,9.58487,0.00107065,-0.00463718,-0.000700843,357.851,-2.19127,1.082,,,,,,
	0,1521487492038,-0.0479004,0.387993,9.6184,-0.00585357,-0.0104961,0.00142969,357.629,-2.37255,0.915281,,,,,,
	0,1521487492069,-0.129331,0.364043,9.61361,-0.0165062,-0.0104961,-0.003364,357.889,-2.24254,1.10771,,,,,,
	0,1521487492099,-0.129331,0.455054,9.64235,0.00373381,0.000689144,-0.000168211,357.633,-2.58419,0.90938,,,,,,
	0,1521487492119,-0.134121,0.435894,9.6184,5.38072e-06,-0.00303928,0.000364422,357.822,-2.25936,1.05879,,,,,,
