@ HyperIMU -ianovir - 2018
@ Date:Tue Mar 20 17:14:29 PDT 2018, Sampling Time:20ms

BMI160_accelerometer.x,BMI160_accelerometer.y,BMI160_accelerometer.z,BMI160_gyroscope.x,BMI160_gyroscope.y,BMI160_gyroscope.z,AK09915_magnetometer.x,AK09915_magnetometer.y,AK09915_magnetometer.z
-0.023950197,0.3544629,9.70941,0.0011436498,-9.845879E-4,4.905615E-4,24.750002,-4.65,-38.850002
0.019160157,0.33530274,9.69504,-0.00844373,-0.003647749,-0.0011073352,24.900002,-6.4500003,-38.7
-0.05748047,0.3784131,9.69504,-0.0068458337,0.005406999,0.0010231937,24.900002,-4.8,-37.050003
-0.028740235,0.39757326,9.671089,0.0075352364,0.003809102,-4.207074E-5,23.85,-4.9500003,-38.550003
0.019160157,0.40715334,9.656719,-0.0025847757,0.001145941,0.0074147806,23.85,-4.9500003,-38.550003
0.028740235,0.34488282,9.70941,-0.0025847757,0.0064722635,0.0015558259,24.900002,-5.4,-39.9
-0.0047900393,0.35925296,9.64714,0.0011750497,-9.496321E-4,-0.0037756572,25.2,-5.25,-39.300003
-0.033530276,0.34009278,9.7142,0.004370843,1.1563237E-4,-0.0027103927,25.800001,-6.3,-38.100002
-0.028740235,0.3879932,9.77168,0.0011750497,-0.003080161,4.8540067E-4,24.0,-6.4500003,-37.95
0.014370117,0.36883304,9.733359,-0.004683905,0.0033114257,-0.003243025,25.35,-5.8500004,-39.45
0.047900394,0.29698244,9.72857,-0.0014881114,1.1563237E-4,-0.0021777605,24.900002,-4.8,-39.9
-0.038320314,0.34488282,9.70941,0.0033055786,0.001713529,-0.005373554,24.750002,-6.0,-38.850002
-0.033530276,0.3879932,9.613608,0.0033055786,-0.003080161,0.0068769874,25.650002,-4.8,-40.350002
-0.086220704,0.32093263,9.685459,0.0049034753,0.0011808968,-0.0016451282,25.800001,-4.65,-38.550003
0.038320314,0.3544629,9.6758795,0.0038382108,-0.0052106897,0.0010180329,24.6,-5.8500004,-39.45
0.0,0.4263135,9.618399,0.006501372,0.001713529,-0.003243025,25.800001,-5.25,-38.550003
0.023950197,0.34967285,9.72857,-0.002553376,-0.006275954,0.0042138263,24.150002,-4.9500003,-40.050003
-0.009580079,0.33530274,9.7142,-0.0036186404,-9.496321E-4,-5.798638E-4,25.650002,-5.8500004,-38.25
-0.023950197,0.40715334,9.666299,0.004370843,-0.006275954,0.0020832974,24.6,-5.1000004,-39.45
-0.05269043,0.364043,9.733359,0.0011750497,0.005974587,-0.0016451282,25.650002,-5.1000004,-39.9
-0.009580079,0.3879932,9.70941,0.008631901,-0.0036127933,0.003681194,25.500002,-4.65,-38.100002
0.033530276,0.4406836,9.627979,-0.0036186404,-0.006275954,-0.0048409216,24.750002,-5.55,-39.75
0.05748047,0.4406836,9.74294,-0.002553376,-0.0014822644,-5.798638E-4,24.0,-6.15,-38.7
-0.081430666,0.43589357,9.666299,1.0978522E-4,0.0027787935,-0.003243025,26.1,-6.0,-38.850002
-0.014370117,0.32572266,9.685459,-4.22847E-4,1.1563237E-4,0.0010180329,24.6,-5.1000004,-38.7
0.009580079,0.37362307,9.70941,0.008099268,0.0022461612,-0.005373554,24.300001,-4.8,-38.7
-0.014370117,0.4167334,9.623189,0.0011750497,-0.0046780575,-4.723155E-5,25.650002,-4.5,-39.45
-0.028740235,0.34967285,9.69504,-0.0014881114,-0.0025475288,0.0020832974,25.2,-5.55,-40.050003
-0.038320314,0.39278322,9.656719,-0.0062818015,-0.0020148966,-0.0027103927,24.45,-6.3,-38.850002
0.14370118,0.4023633,9.6758795,0.0038656858,0.005472541,-0.0021822762,24.150002,-5.55,-40.050003
0.009580079,0.4023633,9.594449,6.698923E-4,6.788509E-4,4.8088498E-4,25.650002,-6.15,-37.5
-0.0047900393,0.364043,9.685459,0.0012025245,0.0012114831,0.0015461494,24.150002,-4.65,-39.300003
-0.019160157,0.40715334,9.74773,0.0059962147,-0.0051801037,-5.843795E-4,24.900002,-5.4,-37.95
0.009580079,0.364043,9.72857,-0.0014606366,-0.0041148392,-5.843795E-4,24.900002,-5.4,-39.15
-0.009580079,0.34488282,9.70941,0.0038656858,-3.8641354E-4,0.0015461494,24.300001,-5.4,-37.5
0.0,0.40715334,9.666299,1.3726008E-4,-0.010506426,-0.0011170118,25.650002,-5.4,-37.5
-0.043110352,0.3305127,9.704619,0.002267789,-0.0041148392,-0.0011170118,24.150002,-5.55,-38.850002
0.09580079,0.37362307,9.671089,0.0033330536,0.003342012,0.003144046,24.6,-6.4500003,-38.7
0.009580079,0.3784131,9.7142,1.3726008E-4,-0.001451678,-0.0027149084,24.150002,-4.9500003,-39.75
0.0047900393,0.3305127,9.690249,-3.9537216E-4,-0.0025169426,0.0015461494,24.6,-4.05,-37.95
0.038320314,0.3544629,9.718989,1.3726008E-4,0.0028093797,0.003144046,26.1,-5.55,-37.350002
-0.047900394,0.38320315,9.671089,0.0012025245,0.003342012,0.0020787816,25.800001,-5.25,-38.550003
0.0,0.30177248,9.70941,-0.0019932687,6.788509E-4,-0.0027149084,25.500002,-6.0,-38.850002
0.0047900393,0.3784131,9.671089,-0.0014606366,0.0022767475,0.0058072074,25.35,-5.1000004,-37.5
0.043110352,0.34967285,9.72857,0.0017351568,-0.003582207,-0.0011170118,24.45,-5.25,-37.65
-0.06706055,0.36883304,9.74773,-3.9537216E-4,0.005472541,0.0020787816,24.900002,-6.15,-38.25
0.033530276,0.37362307,9.666299,0.0049309502,0.003342012,0.0010135171,24.900002,-6.15,-38.7
-0.023950197,0.28261232,9.7142,1.3726008E-4,0.0038746442,0.0015461494,26.550001,-4.9500003,-36.9
0.028740235,0.36883304,9.733359,-0.0019932687,6.788509E-4,0.008470369,25.800001,-5.55,-37.350002
-0.009580079,0.3879932,9.690249,0.0033330536,0.003342012,0.0026114138,25.35,-6.15,-39.15
-0.033530276,0.34488282,9.69504,0.002267789,-0.0041148392,-5.1747265E-5,25.650002,-5.4,-37.95
0.05748047,0.39278322,9.685459,-0.007319591,1.4621869E-4,0.0010135171,25.2,-4.9500003,-38.850002
-0.009580079,0.35925296,9.666299,-0.006767334,-0.0014298307,0.0031408207,25.35,-4.05,-38.7
0.043110352,0.39757326,9.73815,-0.004636805,0.0012333305,-0.0027181339,25.650002,-6.15,-38.25
-0.043110352,0.32572266,9.72857,-0.001973644,1.6806606E-4,-0.0016528695,23.400002,-5.55,-38.850002
0.0,0.4023633,9.64714,0.0012221495,-0.0014298307,-0.0016528695,24.300001,-4.05,-38.25
-0.033530276,0.36883304,9.671089,1.5688497E-4,-0.0024950951,0.0020755562,24.150002,-4.9500003,-38.850002
-0.043110352,0.32093263,9.699829,-0.001973644,-0.0056908885,0.0026081884,24.750002,-4.9500003,-37.65
0.009580079,0.34967285,9.73815,-0.004104173,-0.001962463,-5.4972774E-5,25.35,-5.1000004,-37.5
0.028740235,0.35925296,9.733359,-9.083795E-4,-0.0062235207,4.7765946E-4,25.2,-6.0,-39.75
0.009580079,0.41194338,9.651929,1.5688497E-4,0.0038964916,4.7765946E-4,24.900002,-6.4500003,-39.15
-0.028740235,0.364043,9.642349,1.5688497E-4,-8.971984E-4,-5.4972774E-5,24.750002,-4.9500003,-38.850002
-0.0047900393,0.33530274,9.68067,0.002287414,7.006983E-4,-0.0021855016,25.35,-5.8500004,-38.25
-0.028740235,0.40715334,9.718989,-0.0014410117,0.0065596527,-5.87605E-4,24.900002,-4.8,-38.25
-0.023950197,0.38320315,9.6758795,-0.004104173,0.002298595,0.0031408207,24.750002,-4.9500003,-38.550003
0.009580079,0.38320315,9.690249,-0.0014410117,-0.008886682,-0.0037833983,25.500002,-5.25,-38.850002
-0.0047900393,0.39278322,9.72857,1.5688497E-4,-0.004625624,0.0026081884,24.750002,-4.65,-38.850002
0.028740235,0.32572266,9.7142,-9.083795E-4,-0.00835405,-0.0037833983,25.2,-5.55,-39.75
0.019160157,0.4023633,9.642349,0.002287414,-0.0051582563,-0.0027181339,24.6,-5.8500004,-39.45
0.014370117,0.31135255,9.690249,-0.0014410117,0.004429124,0.0020755562,25.2,-6.0,-38.100002
0.019160157,0.3879932,9.72857,-0.0035715406,0.0017659627,-0.0043160305,24.900002,-6.7500005,-38.25
-0.028740235,0.3544629,9.632769,0.0017547817,-8.971984E-4,-0.0016528695,25.2,-5.25,-39.300003
0.033530276,0.40715334,9.699829,-0.0014410117,-0.0056908885,-0.0011202373,24.750002,-5.55,-39.300003
0.06706055,0.4263135,9.642349,-0.001973644,0.0033638594,-0.005381295,24.6,-4.8,-37.95
-0.009580079,0.43589357,9.64714,0.004417943,0.004961756,0.0052713496,24.150002,-5.25,-38.850002
0.0,0.34488282,9.68067,-0.006211152,-0.0024688782,-0.0016567401,24.900002,-4.05,-38.25
-0.033530276,0.37362307,9.69504,0.0039088605,-0.0045994073,0.001006421,23.85,-7.3500004,-37.65
-0.009580079,0.40715334,9.6758795,0.0012456994,7.2691514E-4,-0.003787269,25.2,-4.65,-38.100002
0.019160157,0.4406836,9.69504,-0.0056785196,-0.0014036137,0.00313695,24.150002,-6.0,-37.350002
0.0,0.34967285,9.74773,0.0044414927,0.0017921797,0.0047348468,24.45,-4.9500003,-38.850002
0.100590825,0.44547364,9.68067,0.0039088605,-0.0051320395,-0.0016567401,26.1,-5.25,-38.850002
-0.038320314,0.34488282,9.651929,-0.001950094,0.0044553406,0.0036695823,24.150002,-5.25,-37.350002
-0.019160157,0.39278322,9.7142,-0.0051458874,-0.0014036137,-0.0011241079,25.35,-5.8500004,-37.95
-0.05269043,0.4406836,9.72378,0.0044414927,-0.0035341426,0.0020716856,25.35,-5.4,-37.95
-0.014370117,0.3879932,9.69504,-3.5219738E-4,-0.001936246,-5.8843383E-5,24.900002,-5.1000004,-39.15
-0.047900394,0.34967285,9.64714,-0.001950094,1.9428291E-4,0.0020716856,25.650002,-5.1000004,-38.7
-0.028740235,0.42152345,9.718989,0.002843596,1.9428291E-4,-0.0032546367,25.35,-4.5,-40.350002
0.038320314,0.32093263,9.74294,0.005506757,0.0017921797,0.0020716856,24.150002,-5.25,-38.850002
-0.009580079,0.39278322,9.68067,0.0017783316,0.002857444,-5.9147563E-4,25.650002,-4.8,-38.7
0.019160157,0.33530274,9.671089,-0.0072764163,-0.001936246,-0.0027220044,25.500002,-6.0,-37.350002
0.009580079,0.3784131,9.68067,0.0012456994,-0.006197304,-0.0011241079,25.2,-4.65,-38.850002
-0.019160157,0.39757326,9.666299,-0.0014174618,-0.0051320395,-0.0032546367,25.2,-5.25,-37.65
-0.009580079,0.34009278,9.699829,-0.0024827262,-0.0077952007,-0.003787269,25.650002,-6.4500003,-37.5
0.0,0.4167334,9.72378,-0.0030153585,-0.001936246,-5.8843383E-5,25.500002,-4.9500003,-38.850002
0.038320314,0.3544629,9.7621,0.0023109638,-0.0014036137,0.001006421,24.45,-4.2000003,-38.850002
0.028740235,0.3879932,9.704619,0.0060393894,7.2691514E-4,0.001006421,24.45,-6.3,-38.550003
-0.07185059,0.43589357,9.656719,0.005506757,-8.7098154E-4,0.0047348468,23.85,-5.55,-38.850002
-0.028740235,0.3784131,9.77168,0.002843596,-0.001936246,0.0015390533,24.150002,-5.25,-39.300003
-0.047900394,0.38320315,9.671089,-3.5219738E-4,-0.001936246,0.0020716856,25.650002,-5.4,-38.25
0.014370117,0.41194338,9.699829,-0.0030029295,0.006067074,0.0020696428,24.300001,-5.4,-40.350002
-0.009580079,0.32572266,9.72857,-0.0035355617,0.003403913,-6.0886206E-5,25.35,-5.8500004,-39.9
0.023950197,0.38320315,9.68067,-3.3976827E-4,-8.571449E-4,-0.0027240473,24.0,-5.4,-39.9
-0.014370117,0.364043,9.73815,0.0012581284,0.0028712808,0.0010043782,24.300001,-5.8500004,-38.25
-0.05748047,0.44547364,9.6758795,0.007117083,0.008730235,0.002602275,24.6,-5.1000004,-39.45
-0.0047900393,0.4167334,9.6758795,0.0039212895,-0.005650835,-0.0037893117,24.300001,-4.8,-38.25
-0.047900394,0.37362307,9.64714,7.254962E-4,0.0012733841,0.007395965,25.2,-5.55,-40.5
-0.019160157,0.4167334,9.690249,-0.0019376649,-0.0024550415,0.0057980684,24.900002,-5.4,-38.25
0.05748047,0.3305127,9.70941,0.0012581284,-0.003520306,-0.002191415,25.2,-4.9500003,-38.850002
0.028740235,0.36883304,9.6615095,0.0023233928,0.003403913,-0.006452473,24.750002,-5.25,-40.050003
0.028740235,0.31135255,9.690249,-0.0035355617,0.0018060163,-0.004321944,24.900002,-5.8500004,-39.15
-0.086220704,0.4167334,9.685459,7.254962E-4,-0.0019224093,-0.0037893117,24.6,-5.1000004,-39.15
0.023950197,0.40715334,9.733359,0.004986554,-8.571449E-4,-0.0027240473,25.35,-6.4500003,-38.25
0.06227051,0.38320315,9.6758795,0.0017907607,0.0012733841,-0.006452473,24.150002,-6.3,-38.850002
-0.0047900393,0.3161426,9.72378,0.0087149795,0.0023386485,0.0015370104,25.500002,-5.55,-38.100002
-0.028740235,0.34009278,9.72857,-0.0019376649,7.407518E-4,-6.0886206E-5,25.650002,-5.1000004,-39.15
-0.023950197,0.3305127,9.72378,-8.724005E-4,2.0811957E-4,0.006863333,25.35,-5.1000004,-37.5
0.033530276,0.34009278,9.6758795,0.0044539217,7.407518E-4,0.002602275,25.500002,-6.3,-37.350002
0.038320314,0.34009278,9.699829,0.0017907607,0.0050018094,0.007395965,24.45,-4.9500003,-38.850002
-0.009580079,0.35925296,9.7621,0.0065844506,0.006599706,-5.9351843E-4,25.95,-4.8,-39.45
-0.07185059,0.3784131,9.671089,1.9286395E-4,2.0811957E-4,-0.0011261507,24.45,-5.25,-39.300003
-0.06227051,0.39278322,9.637559,-0.0035355617,-8.571449E-4,0.0015370104,24.900002,-6.15,-37.5
-0.0047900393,0.3784131,9.637559,-0.0024702973,-0.0072487313,-0.001658783,26.550001,-5.25,-37.65
-0.023950197,0.3879932,9.599238,0.002879575,-2.9829587E-4,-0.0027279179,24.0,-4.5,-39.45
0.014370117,0.34488282,9.75731,0.0039448394,0.0012996008,0.0031310366,25.500002,-7.05,-38.100002
0.07664063,0.39757326,9.651929,0.0039448394,-0.002961457,-0.0043258145,25.2,-6.3,-39.300003
0.07664063,0.37362307,9.699829,-0.0024467474,-8.309281E-4,-0.0043258145,24.750002,-4.9500003,-38.850002
0.023950197,0.4023633,9.704619,0.0023469427,-0.0072225146,-0.0037931823,23.85,-3.9,-39.300003
0.033530276,0.3879932,9.79563,0.0034122071,0.0012996008,-0.0027279179,25.2,-6.6000004,-39.75
-0.009580079,0.36883304,9.685459,-0.001914115,7.669686E-4,-0.0011300213,25.650002,-5.4,-40.65
-0.009580079,0.34009278,9.7142,0.0060753683,0.001832233,0.0010005076,25.95,-5.8500004,-37.95
0.047900394,0.3879932,9.6758795,-0.0013814828,-0.0018961926,-0.005923711,24.750002,-5.25,-38.100002
0.014370117,0.41194338,9.627979,0.005542736,0.0023648653,0.0020657722,25.500002,-4.9500003,-37.65
0.0047900393,0.4742139,9.72378,0.008205897,0.005028026,-5.9738907E-4,25.500002,-6.0,-38.850002
0.028740235,0.39278322,9.7621,2.1641383E-4,-8.309281E-4,-0.0021952856,24.750002,-4.2000003,-39.300003
0.047900394,0.3544629,9.733359,-0.004044644,-0.011483572,-0.0016626535,24.0,-5.4,-37.95
0.0047900393,0.3305127,9.6758795,2.1641383E-4,0.0012996008,-0.0037931823,24.900002,-4.8,-39.45
0.038320314,0.43110353,9.74294,0.0044774716,0.001832233,-0.004858447,24.45,-4.9500003,-39.300003
0.0,0.40715334,9.70941,-0.0051099085,-0.002961457,0.007924726,25.650002,-6.7500005,-38.7
0.033530276,0.3305127,9.72378,0.005542736,0.005028026,-6.4756816E-5,24.300001,-5.8500004,-39.15
-0.06706055,0.30177248,9.690249,0.005542736,0.0012996008,0.007924726,24.750002,-4.65,-39.75
